path,sentence,up_votes,down_votes,age,gender
common_voice_ur_31809778.mp3,اس ہنگامے سے کیا امید؟,2,0,twenties,male
common_voice_ur_31809779.mp3,وہ ایک مثبت کردار ادا کرسکتے ہیں۔,2,0,twenties,male
common_voice_ur_31809780.mp3,بچھڑے کے سونے کے بت کا ذکر,2,0,twenties,male
common_voice_ur_31809781.mp3,آئیوری کوسٹ,2,0,twenties,male
common_voice_ur_31809782.mp3,کامیابی حاصل کرنے کا بہت زیادہ عزم نہیں رکھتا,2,0,twenties,male
common_voice_ur_31809783.mp3,قومی بچت اسکیموں میں عوامی شمولیت میں کمی کا رحجان,2,0,twenties,male
common_voice_ur_31809785.mp3,بھولے سے اس نے سیکڑوں وعدے وفا کیے,2,0,twenties,male
common_voice_ur_31809786.mp3,وسیم اکرم پاکستا,2,0,twenties,male
common_voice_ur_31809787.mp3,سرگرمی ماخوذ منڈیوں میں ہلکی تھِی بِنا کسی نئے اجراء کی قیمت لگائے,2,0,twenties,male
common_voice_ur_31809788.mp3,تم نے جوتا الٹا پہنا ہوا ہے,2,0,twenties,male
common_voice_ur_31809789.mp3,گرین ہاؤس ایفیکٹ کہتے ہی کیوں ہیں,2,0,twenties,male
common_voice_ur_31809790.mp3,جب انقلاب کا بھوت سر پہ سوار تھا۔,2,0,twenties,male
common_voice_ur_31809791.mp3,تو ہم کس چیز پہ احتجاج کر رہے ہیں؟,3,0,twenties,male
common_voice_ur_31809792.mp3,پاکستان ایشیا پیسیفک گروپ کی مزید نگرانی کی فہرست میں برقرار,3,0,twenties,male
common_voice_ur_31809793.mp3,سان کام نہ ہوگا ۔,2,0,twenties,male
common_voice_ur_31809794.mp3,ضرورت پڑی تو میں تمہاری جان بھی لے سکتا ہوں,2,0,twenties,male
common_voice_ur_31809795.mp3,بلکہ ان میں مزید گہرائی آ جائے گی۔,2,0,twenties,male
common_voice_ur_31809796.mp3,ترکی میں روس کے ٹماٹروں کی بڑھتی ہو مانگ کے بعد مزید ترکی کمپنیوں نے روس کے ٹماٹروں کی درآمد کا فیصلہ کیا ہے,2,0,twenties,male
common_voice_ur_31809797.mp3,بھی یہ بہت بڑا سوال تھا,2,0,twenties,male
common_voice_ur_31809798.mp3,فیصلہ یہ کیا گیا کہ,2,0,twenties,male
common_voice_ur_31809799.mp3,زیادہ سے زیادہ شیئر کریں تاکہ لوگوں میں شعور آجائے,2,0,twenties,male
common_voice_ur_31809806.mp3,بڑی مدت چاہیے صدف کو گہر ہونے تک,2,0,twenties,male
common_voice_ur_31809807.mp3,دوسری کے ذمہ برتن دھونا,2,0,twenties,male
common_voice_ur_31809808.mp3,اپنا کچھ کرنا ہے۔,2,0,twenties,male
common_voice_ur_31809809.mp3,اسلام اباد وفاقی حکومت نے شاہد محمود سیکریٹری خزانہ تعینات کردیا,6,0,twenties,male
common_voice_ur_31809850.mp3,تو جو چاہے کرے۔,2,0,twenties,male
common_voice_ur_31809851.mp3,سرفراز ایشیا کپ میں عمدہ کارکردگی اور ٹائٹل جیتنے کیلئے پرعزم,2,0,twenties,male
common_voice_ur_31809852.mp3,اللہ اللہ خیر سلا کم از کم جان تو محفوظ رہتی تھی۔,2,0,twenties,male
common_voice_ur_31809853.mp3,ہمیں مہمانوں کا پورا پروٹوکول دیا گیا,2,0,twenties,male
common_voice_ur_31809854.mp3,مذہبی وسماجی آزادی کا عملی نمونہ ریاست مدینہ تھی,2,0,twenties,male
common_voice_ur_31809865.mp3,مجلس عمل ایک انتخابی اتحاد ہے۔,4,0,twenties,male
common_voice_ur_31809866.mp3,اور اگر قسم کھا لی جاۓ تو,2,0,twenties,male
common_voice_ur_31809867.mp3,اطراف سے وافر دلائل مو جود ہیں۔,2,0,twenties,male
common_voice_ur_31809868.mp3,سوال یہ ہےکہ قومی ادارے پر ایسےالزامات لگانے والوں کے خلاف ایکشن لینے کی بجائے وہ ہر ٹاپ سیکرٹ بریفنگ میں کیوں بلائےجاتے ہیں,2,0,twenties,male
common_voice_ur_31809880.mp3,ہر بندے کو اپنی فکر کرنی چاہئے,4,0,twenties,male
common_voice_ur_31809881.mp3,انسان اپنی آنکھوں سے دیکھتا ہوا کسی نہ کسی منظر میں کھو جاتا ہے,2,0,twenties,male
common_voice_ur_31809882.mp3,اس ضمن میں علما کی ایک تنظیم ”اسلامک یونٹی الائنس“,2,0,twenties,male
common_voice_ur_31809883.mp3,میں نے ایک آری دیکھی جو دیکھ نہ پایا۔,4,0,twenties,male
common_voice_ur_31809884.mp3,البتہ ان نے اس حوالہ سے کوئی م نہیں لیا,2,0,twenties,male
common_voice_ur_31809895.mp3,پی ایس ایل ڈرافٹ اسمتھ ڈی ویلیئرز افریدی منتخب,2,0,twenties,male
common_voice_ur_31809896.mp3,اسڑیلوی کرکٹ ٹیم کے نائب کپتان ڈیوڈ وارنر دورہ بنگلہ دیش سے باہر,2,0,twenties,male
common_voice_ur_31809897.mp3,یہ ضروری معلوم ہوتا ہے,2,0,twenties,male
common_voice_ur_31810743.mp3,روس میں پولیس نے اپنے ہی دوست کا جسم کاٹ کر بازار میں بیچنے والے شخص کو گرفتار کرلیا گیا ہے,2,0,twenties,male
common_voice_ur_31810744.mp3,میں لیموں پانی پیوں گا,2,0,twenties,male
common_voice_ur_31810745.mp3,مگر یہ نہ بتایا کہ کیوں ہم نے کھانا ترک کردیا,2,0,twenties,male
common_voice_ur_31810746.mp3,جیسا کہ ہم جانتے ہیں۔,2,0,twenties,male
common_voice_ur_31810747.mp3,اندرا گاندھی اور مجیب الر حمن کا بھی پوچھ لینا,2,0,twenties,male
common_voice_ur_31810748.mp3,سوچنے کی بات ہے کہ انتظامیہ کیوں اقدام نہیں کرتی؟,2,0,twenties,male
common_voice_ur_31810749.mp3,واز لگانے کی ٹیکنالوجی ہمارے پاکستانی سیاستدا نوں کی ایکسپورٹ کردہ ہوگی اگر آ,2,0,twenties,male
common_voice_ur_31810750.mp3,یہ فرد سے ادارے کی طرف سفر ہے۔,2,0,twenties,male
common_voice_ur_31810751.mp3,ایک جانشین نامزد نہیں ہوا تھا,2,0,twenties,male
common_voice_ur_31810752.mp3,باکسر محمد وسیم ایک مرتبہ پھر میدان میں اترنےکیلئے تیار ہیں,2,0,twenties,male
common_voice_ur_31810758.mp3,بھی تو جماعت سے نہیں۔,2,0,twenties,male
common_voice_ur_31810759.mp3,میری خواہش ہے کہ ہماری فوج اور عدلیہ مضبوط ہوں۔,2,0,twenties,male
common_voice_ur_31810765.mp3,یا اللّٰہ سبحان اللّٰہ تعالی سب بیماروں کو شفاء عطاء فرمائے آمین ثم آمین,2,0,twenties,male
common_voice_ur_31810766.mp3,یہ دور کی باتیں ہیں۔,2,0,twenties,male
common_voice_ur_31810767.mp3,آپ نے اس تیسرے ملازم کو کیوں نکال دیا,2,0,twenties,male
common_voice_ur_31810768.mp3,پڑوس ہندوستان میں بھی جمہوریت ہے۔,2,0,twenties,male
common_voice_ur_31810771.mp3,"کچھ نہیں، دوکان پے ہوں۔",3,0,twenties,male
common_voice_ur_31810774.mp3,سعید اجمل ڈائریکٹر ڈویلپمنٹ کرکٹ تعینات,2,0,twenties,male
common_voice_ur_31810775.mp3,پاک بھارت کرکٹ تنازع ائی سی سی نے پی سی بی کی درخواست خارج کردی,2,0,twenties,male
common_voice_ur_31810777.mp3,تو پر یشر کے ساتھ کاربن ڈائی آکسائیڈ خارج ہوتی ہے,2,0,twenties,male
common_voice_ur_31810778.mp3,جب راس ٹیلر بھی آوٹ ہو گئے۔,3,0,twenties,male
common_voice_ur_31810784.mp3,ایسا لگتا ہے۔,7,0,twenties,male
common_voice_ur_31810785.mp3,چھلے اڑتالیس سالوں میں فوج,2,0,twenties,male
common_voice_ur_31810786.mp3,کہ اس سے فرانس ا ور جرمنی کے انتخابات پر بھی اثر,2,0,twenties,male
common_voice_ur_31810787.mp3,اپنے لیے کھڑا ہونے کے قابل ہوں,2,0,twenties,male
common_voice_ur_31810790.mp3,یونس خان کا انگلینڈ میں فتح کیلئے بھارتی ٹیم کو مشورہ,3,0,twenties,male
common_voice_ur_31810799.mp3,'سیاسی اسلام‘ دراصل اسی خیال کی تجدید و احیا ہے۔,2,0,twenties,male
common_voice_ur_31810800.mp3,نہ ہی کہیں پر شرمسار کرتا ہے۔,2,0,twenties,male
common_voice_ur_31810801.mp3,اور نہ دوبارہ آئے گا۔,3,0,twenties,male
common_voice_ur_31810803.mp3,لیکن انہیں سہولتوں کی فراہمی حکومت کی ترجیح نہیں,4,0,twenties,male
common_voice_ur_31810809.mp3,صبح صادق سے فائرنگ کی,2,0,twenties,male
common_voice_ur_31810811.mp3,اور سب سے اہم بھی ۔,2,0,twenties,male
common_voice_ur_31810812.mp3,اپنی شرٹ اندر کرو,2,0,twenties,male
common_voice_ur_31810813.mp3,حسین حقانی کی واردات,2,0,twenties,male
common_voice_ur_31810818.mp3,نئے ہفتے پر بین الاقوامی مارکیٹ کے اثرات پیر کو سامنے آئیں گے,2,0,twenties,male
common_voice_ur_31810821.mp3,انفرادی طور پر ہندسوں کی چھٹائی کریں,2,0,twenties,male
common_voice_ur_31810822.mp3,کک آئلینڈز,2,0,twenties,male
common_voice_ur_31810823.mp3,کیا ہمارے لیے اس سے بڑھ کر,4,0,twenties,male
common_voice_ur_31810839.mp3,یوں گلگت بلتستان میں تحریک جعفریہ کی حکومت بن گئی,2,0,twenties,male
common_voice_ur_31810841.mp3,مقابلے پر تعاون کو ترجیح دیتا ہوں,2,0,twenties,male
common_voice_ur_31810843.mp3,یہ کارروائی اسلام آباد میں ہو گی۔,2,0,twenties,male
common_voice_ur_31810845.mp3,لارڈز میں اسٹریلیا اور انگلینڈ کے درمیان دوسرا ون ڈے,2,0,twenties,male
common_voice_ur_31810850.mp3,ایک تو ان کی زبان ہی ایسی لگتی ہے۔,2,0,twenties,male
common_voice_ur_31810851.mp3,باکسر عامر خان نے فل لوگریکو کو پہلےرانڈ میں ہی ناک کر دیا,2,0,twenties,male
common_voice_ur_31810852.mp3,انتخابی ہار پر یہ ایک سیاسی کارکن کا رد عمل تھا۔,2,0,twenties,male
common_voice_ur_31810853.mp3,فلم نے پاکستان اور بھارت سمیت,2,0,twenties,male
common_voice_ur_31810862.mp3,فون,2,0,twenties,male
common_voice_ur_31810863.mp3,یہاں بھی معاملہ وزیرستان والا ہے۔,4,0,twenties,male
common_voice_ur_31810864.mp3,بلکہ اس کی اگر ضرورت پیش آئے تو,2,0,twenties,male
common_voice_ur_31810865.mp3,ہم کب سے اعلانیہ کہہ رہے ہیں,2,0,twenties,male
common_voice_ur_31810866.mp3,میدان حشر میں کس طرح لایا جائے گا۔,2,0,twenties,male
common_voice_ur_31810867.mp3,ایک پوزیشن ہے۔,2,0,twenties,male
common_voice_ur_31810868.mp3,مضبوط اور پختہ ہوجاتا ہے,3,0,twenties,male
common_voice_ur_31810869.mp3,جائیدادیں قائم ہیں۔,2,0,twenties,male
common_voice_ur_31810871.mp3,ہماری مملکت کا یہی سنہرا اصول ہے۔,2,0,twenties,male
common_voice_ur_31810882.mp3,حلال کی روزی کھاو۔,2,0,twenties,male
common_voice_ur_31810883.mp3,کویت سٹی میں پاکستان کے وزیر داخلہ کی کویت کے وزیراعظم سے ملاقات ہوئی ہے,2,0,twenties,male
common_voice_ur_31810884.mp3,یہ فیصلہ ہوا لفظ پھیلاؤ نے صرف اپنے آپ کا حوالہ دیا,2,0,twenties,male
common_voice_ur_31810885.mp3,ہر ایک اور ہر چیز کو مار دیتا ہے,2,0,twenties,male
common_voice_ur_31810886.mp3,پاکستان میں ابھی بھی ہے۔ملک کو ہیلتھ وزیٹر بھرتی کرنے پڑے۔,2,0,twenties,male
common_voice_ur_31810887.mp3,مجھے جتنا معلوم تھا وہ میں نے ان کو,2,0,twenties,male
common_voice_ur_31810888.mp3,ایک یہ کہ استعمار محکوموں سے ایک فاصلہ رکھتا ہے۔,5,0,twenties,male
common_voice_ur_31810889.mp3,عورت تاریخ کے ہر دور میں مرد کے تابع رہی ہے,2,0,twenties,male
common_voice_ur_31810890.mp3,اس کے گھر میں فاقے کی آمد ہوتی ہے,2,0,twenties,male
common_voice_ur_31810891.mp3,جو ایک انگریز ڈی سی کی تھی۔,2,0,twenties,male
common_voice_ur_31810892.mp3,گلگت بلتستان الیکشن کون جیتےگا,4,0,twenties,male
common_voice_ur_31810893.mp3,اسکا ثبوت مسائل کی موجودگی ہے,2,0,twenties,male
common_voice_ur_31810894.mp3,گے اور ایسا ہی ہوا۔,3,0,twenties,male
common_voice_ur_31810895.mp3,سلطنت متحدہ,2,0,twenties,male
common_voice_ur_31810896.mp3,ہسپانوی,2,0,twenties,male
common_voice_ur_31810902.mp3,ملک کی سیکیورٹی کے لیے خطرہ ہوگی,2,0,twenties,male
common_voice_ur_31810903.mp3,آؤبس سے چلیں,2,0,twenties,male
common_voice_ur_31810905.mp3,مرزا شاہد برلاس دماغی ذہانت مشینی ذہانت کی طر ف ترقی کی ایک کوشش ہے,2,0,twenties,male
common_voice_ur_31810906.mp3,رکھنے کا اعلان کیا تھا,2,0,twenties,male
common_voice_ur_31810917.mp3,حسن میانہ روی میں ہے اور ہمیں آج اسی کی تلاش ہے۔,2,0,twenties,male
common_voice_ur_31810919.mp3,اور کوئی مہینہ,3,0,twenties,male
common_voice_ur_31810921.mp3,"جو پلئیر پیدا کرتی ہے،",2,0,twenties,male
common_voice_ur_31810933.mp3,محمد علی باکسنگ کے چیمپئن تھے,2,0,twenties,male
common_voice_ur_31810935.mp3,کسی کو ہار پہنانے کے لیے خوشبودار پھول استعمال ہوتے ہیں,3,0,twenties,male
common_voice_ur_31810936.mp3,کہہ دیا اس نے خود ہی کہ میں تمھاری شہہ رگ سے بھی زیادہ قریب,2,0,twenties,male
common_voice_ur_31810937.mp3,حالات خراب ہوں۔,2,0,twenties,male
common_voice_ur_31810939.mp3,اسے پڑھ کر میری وہ رائے بنی جس کا,4,0,twenties,male
common_voice_ur_31810940.mp3,ایشین ڈویلپمنٹ بینک کے وفد کی شہباز شریف سے ملاقات,2,0,twenties,male
common_voice_ur_31810941.mp3,کے ساتھ ایک تصویر سوشل میڈیا پر شیئر کی ہے,2,0,twenties,male
common_voice_ur_31810942.mp3,ایسا کرنا ہے۔,2,0,twenties,male
common_voice_ur_31810943.mp3,تو اس سے زیادہ سے زیادہ نفع حاصل کرنا چاہتا ہے۔,2,0,twenties,male
common_voice_ur_31810944.mp3,کیا یہ معاشی مضبوطی راتوں رات حاصل کی گئی,7,0,twenties,male
common_voice_ur_31810945.mp3,اب تو لوگ اس بات پر ہنس پڑتے ہیں۔,2,0,twenties,male
common_voice_ur_31810946.mp3,لیکن روز ایسا کرنا اچھا نہیں لگتا۔,2,0,twenties,male
common_voice_ur_31810952.mp3,ان باتوں سے نکلیں۔,2,0,twenties,male
common_voice_ur_31810953.mp3,اکثر اوقات میں مطمئن رہتا ہوں,2,0,twenties,male
common_voice_ur_31810954.mp3,ایساکچھ نہیں ہوا۔,2,0,twenties,male
common_voice_ur_31810956.mp3,یہ کیسے ویران ہوا وہ الگ داستان ہے۔,2,0,twenties,male
common_voice_ur_31810958.mp3,یہ سڑک ایئر پورٹ کو جاتی ہے,2,0,twenties,male
common_voice_ur_31810973.mp3,کیا تقریر تھی۔,3,0,twenties,male
common_voice_ur_31810975.mp3,وہ نکاح شادی جیسے اداروں کی حوصلہ افزائی کرتا ہے۔,3,0,twenties,male
common_voice_ur_31810976.mp3,بھارت کا پاکستان کی سب سے بڑی گندم کی مارکیٹ پر قبضہ,2,0,twenties,male
common_voice_ur_31810977.mp3,ان کا کورٹ مارشل ہوتا۔,2,0,twenties,male
common_voice_ur_31810978.mp3,انفیکشن ایک شخص سے دوسرے میں سانس کے ذریعے منتقل ہوتا ہے,3,0,twenties,male
common_voice_ur_31810980.mp3,علیم پر قبضہ کرتی جا رہی ہے,2,0,twenties,male
common_voice_ur_31810982.mp3,گاڑیوں کی لمبی قطاریں لگ جاتی ہیں۔,2,0,twenties,male
common_voice_ur_31810985.mp3,ہوسکتا ہے کہ آپ کو اپنے انسٹاگرام نیوزفیڈ پہلے سے بہتر لگ رہا ہو یا بہت جلد وہ کچھ بہتر نظر آنے لگے گا,2,0,twenties,male
common_voice_ur_31810997.mp3,چیئرمین ماؤ کی تو بات ہی اور تھی۔,2,0,twenties,male
common_voice_ur_31810998.mp3,حضرت عثمان کی شہادت کے بعد ہر عالم بطورِ خود فتویٰ دینے لگا,3,0,twenties,male
common_voice_ur_31810999.mp3,چین کا پورا مطالعہ تو پہلے کر لیں۔,2,0,twenties,male
common_voice_ur_31811000.mp3,باقی بھی گزر جائے گی۔,2,0,twenties,male
common_voice_ur_31811001.mp3,وہ خوش قسمت ہیں۔,3,0,twenties,male
common_voice_ur_31811008.mp3,میں اونچا سنتا ہوں,2,0,twenties,male
common_voice_ur_31811009.mp3,تُمھیں نفرت ہے تو نفرت سے تُم آؤ ۔۔جاؤ,2,0,twenties,male
common_voice_ur_31811010.mp3,ممبران ایوان کی,2,0,twenties,male
common_voice_ur_31811011.mp3,بھی زیادہ طاقت ور,2,0,twenties,male
common_voice_ur_31811022.mp3,تو سب ٹھیک ہو جائے گا۔,2,0,twenties,male
common_voice_ur_31811023.mp3,میں بھی ٹھیک۔ اور کیا کر رہے ہیں؟,2,0,twenties,male
common_voice_ur_31811024.mp3,سلیقے اور ڈھنگ سے بات کی جاتی ہے۔,2,0,twenties,male
common_voice_ur_31811025.mp3,افسرِ اعلی ابھی تک چھٹی پر ہیں۔,2,0,twenties,male
common_voice_ur_31811026.mp3,کیا ہوا؟,2,0,twenties,male
common_voice_ur_31811028.mp3,یہ کم اہم معلومات نہیں تھیں۔,2,0,twenties,male
common_voice_ur_31811029.mp3,اس کے بارے میں کیا کہا جا سکتا ہے۔,3,0,twenties,male
common_voice_ur_31811031.mp3,یہ نوبت دوبارہ نہیں آۓ گی,2,0,twenties,male
common_voice_ur_31811037.mp3,یہ بحث مشینوں کی آمد کے ساتھ ہی شروع ہو گئی تھی۔,2,0,twenties,male
common_voice_ur_31811038.mp3,اچھا تو آپ کیا کر رہے ہیں؟,2,0,twenties,male
common_voice_ur_31811039.mp3,تنگ آچکے ہیں,3,0,twenties,male
common_voice_ur_31811041.mp3,اسلام ایک واحد مذہب ہے اور اسلامی معاشرہ زمین پر واحد معاشرہ ہے,2,0,twenties,male
common_voice_ur_31811042.mp3,میں ماہر پلئیر کے لیے واقعی,2,0,twenties,male
common_voice_ur_31811044.mp3,خوشبو ہوا کی لہروں پر سفر کرتی ہے۔,2,0,twenties,male
common_voice_ur_31811046.mp3,سونے کے پرانے ڈیزائن کے زیورات کی مانگ کیوں بڑھ گئی,2,0,twenties,male
common_voice_ur_31811047.mp3,لوگوں کو شکایات ہیں اور ان میں سے اکثر درست ہیں۔,3,0,twenties,male
common_voice_ur_31811048.mp3,پوچھا کیا کام کرتے ہو,2,0,twenties,male
common_voice_ur_31811049.mp3,ہماری حالت عجیب ہے۔,2,0,twenties,male
common_voice_ur_31811050.mp3,جبکہ رات میں وہ آکسیجن جذب کرکے,2,0,twenties,male
common_voice_ur_31811051.mp3,منشاء کے مطابق ہی اس کے جائزے ہوں۔,3,0,twenties,male
common_voice_ur_31811053.mp3,"فلم لاہور، کراچی اور اسلام آباد",3,0,twenties,male
common_voice_ur_31811054.mp3,سرمئی رنگ کے گدھ پوری دنیا میں مشہور ہیں,2,0,twenties,male
common_voice_ur_31811055.mp3,تبدیلی کا یہ عمل غلطی کے اعتراف سے شروع ہوتا ہے۔,2,0,twenties,male
common_voice_ur_31811056.mp3,بیشتر دنیائے اسلام میں نہیں ملتی۔,2,0,twenties,male
common_voice_ur_31811057.mp3,ڈاکٹر صاحب کی ایک منفرد شخصیت تھی۔,2,0,twenties,male
common_voice_ur_31811068.mp3,سوال یہ ہے کہ ایک خلاف شریعت فعل واقع کیسے ہوگا؟,3,0,twenties,male
common_voice_ur_31811070.mp3,سوچ کے دائروں کی وسعت نہیں بڑھی۔,2,0,twenties,male
common_voice_ur_31811072.mp3,ہم ایک دوسرے کو جانتے ہیں,2,0,twenties,male
common_voice_ur_31811073.mp3,لوٹ کے آنے والی نہیں۔,2,0,twenties,male
common_voice_ur_31811074.mp3,وہ مزید اپنا موقف بیان کرتے ہیں۔,2,0,twenties,male
common_voice_ur_31811075.mp3,اندرون پاکستان اور قسم کی جنگ تھی۔,4,0,twenties,male
common_voice_ur_31811076.mp3,تعلیمی پروگراموں کو فروغ دینے اور آگاہی بڑھانے کے لئے سعودی عرب دوسرے ممالک کے شانہ بشانہ ہے,2,0,twenties,male
common_voice_ur_31811083.mp3,انگلینڈ اور نیوزی لینڈ کا دوسرا ٹیسٹ دلچسپ مرحلے میں داخل,2,0,twenties,male
common_voice_ur_31811084.mp3,یہاں یہ خواب ہے۔,3,0,twenties,male
common_voice_ur_31811085.mp3,اور تیر تیز چلنے ہیں۔,3,0,twenties,male
common_voice_ur_31811093.mp3,روجر فیڈرر کی مونٹے کارلو ٹورنامنٹ میں واپسی,2,0,twenties,male
common_voice_ur_31811109.mp3,اعصاب مجتمع رکھنا بہت دشوار ہو گا۔,4,0,twenties,male
common_voice_ur_31811111.mp3,کہ میرے جن کو مسلمان کر دیا گیا ہے,2,0,twenties,male
common_voice_ur_31811112.mp3,کہ وہ ایشوریا رائے کے بارے میں ایک ایسی,3,0,twenties,male
common_voice_ur_31811113.mp3,مزید زیادہ لوگوں نے کہا حالات اس عرصے میں بدترین ہو جائیں گے,2,0,twenties,male
common_voice_ur_31811114.mp3,جب میں پہلی جگہ یہاں آیا تھا,2,0,twenties,male
common_voice_ur_31811115.mp3,کن کھلاڑیوں نے اچھی کارکردگی پیش کی اور وہ کون سے کھلاڑی تھے,3,0,twenties,male
common_voice_ur_31811128.mp3,یِہ جگہ پر شکاری حضرات خندق کھودنا کرنا رکھنا ہونا,3,0,twenties,male
common_voice_ur_31811130.mp3,جو اگر ان کے خاندان سے نہ ہوں۔,3,0,twenties,male
common_voice_ur_31811132.mp3,نو آموز ریاست تھی۔,2,0,twenties,male
common_voice_ur_31811134.mp3,روانڈا وہ ملک ہے۔,2,0,twenties,male
common_voice_ur_31811135.mp3,عمران خان کواس کی اشدضرورت ہے۔,3,0,twenties,male
common_voice_ur_31811144.mp3,یہ الگ بات ہے۔,2,0,twenties,male
common_voice_ur_31811145.mp3,سید نور کی پچھلے سال,4,0,twenties,male
common_voice_ur_31811147.mp3,ہر مریض کی شدت میں مختلف ہوتی ہیں,2,0,twenties,male
common_voice_ur_31811149.mp3,عقل اور دانشمندی کی انتہا دیکھیے۔,2,0,twenties,male
common_voice_ur_31811185.mp3,حکومت نے نئی کارساز کمپنیوں کو پلانٹس لگانے کی اجازت دیدی,2,0,twenties,male
common_voice_ur_31811186.mp3,ضرور کی جارہی ہیں,2,0,twenties,male
common_voice_ur_31811188.mp3,اختلاف اس سلیقے سے کیا جائے کہ کسی سے ناانصافی نہ ہو۔,5,0,twenties,male
common_voice_ur_31811189.mp3,لیکن تایا جان کی سیاست بھاری رہی۔,2,0,twenties,male
common_voice_ur_31811628.mp3,اترے گا تو اس کے لیے بھی اپنے,3,0,twenties,male
common_voice_ur_31811629.mp3,اصلی پنجاب سپیڈ۔,2,0,twenties,male
common_voice_ur_31811630.mp3,لیکن ایک بات واضح ہے۔,2,0,twenties,male
common_voice_ur_31811631.mp3,انٹرنیٹ کی رفتار,2,0,twenties,male
common_voice_ur_31811638.mp3,لاہور طلسماتی شہر ہے۔,3,0,twenties,male
common_voice_ur_31811639.mp3,وعدے توڑ دیتا ہوں,4,0,twenties,male
common_voice_ur_31811640.mp3,یہ کتاب میری نہیں ہے۔ایک دوست کی ہے,2,0,twenties,male
common_voice_ur_31811642.mp3,چھوٹی چھوٹی جزئیات کو چنتی ہیں,2,0,twenties,male
common_voice_ur_31811649.mp3,اس سے یہ جماعت جو فائدہ اٹھا سکتی تھی,3,0,twenties,male
common_voice_ur_31811650.mp3,نماز پڑھی جاسکتی ہے۔,2,0,twenties,male
common_voice_ur_31811651.mp3,مارچ سے یہاں پہاڑوں پر سے,2,0,twenties,male
common_voice_ur_31811652.mp3,جمہوریت اسی آزادی کی علامت ہے۔,2,0,twenties,male
common_voice_ur_31811654.mp3,معروف اداکار عرف,2,0,twenties,male
common_voice_ur_31811655.mp3,ہماری تاریخ میں اس کی بے شمار مثالیں مو جود ہیں۔,3,0,twenties,male
common_voice_ur_31811656.mp3,بڑی بات جو ہوئی ہے۔,3,0,twenties,male
common_voice_ur_31811657.mp3,عرفان خان اور سونالی بیندر ے کے بعد شاہد کپور,2,0,twenties,male
common_voice_ur_31811658.mp3,آپ کا نام؟,2,0,twenties,male
common_voice_ur_31811675.mp3,ادارہ سازی شاید ہماری سرشت میں نہیں سیاسی جماعتیں دیکھیے,2,0,twenties,male
common_voice_ur_31811676.mp3,ان کی اس حیثیت کو قبول کریں گے,2,0,twenties,male
common_voice_ur_31811689.mp3,اب عوام کو حقیقت پسندی کے ساتھ فیصلہ کرنا ہو گا۔,2,0,twenties,male
common_voice_ur_31811690.mp3,ملک بدنام ہوتا ہے۔,3,0,twenties,male
common_voice_ur_31811691.mp3,میں لوگوں کی نہیں اپنی مرضی کروں گی,2,0,twenties,male
common_voice_ur_31811692.mp3,ملک میں مہنگائی میں کمی کا رجحان برقرار ادارہ شماریات,2,0,twenties,male
common_voice_ur_31811693.mp3,"''جی ہاں، کیوں نہیں‘‘ ''تو میرا بھی یہی جواب ہے۔",2,0,twenties,male
common_voice_ur_31811715.mp3,سپریم کورٹ نے جسٹس عیسی کیس میں منی لانڈرنگ کی دفعات پر وضاحت کردی,2,0,twenties,male
common_voice_ur_31811716.mp3,یہ بچگانہ مذاق تھا,2,0,twenties,male
common_voice_ur_31811717.mp3,"اس بہار میں کلیاں ہی نہیں، چہرے بھی کھل اٹھے ہیں۔",2,0,twenties,male
common_voice_ur_31811718.mp3,یہ کسی افسانے کی باتیں نہیں ہیں۔,2,0,twenties,male
common_voice_ur_31811719.mp3,ہونا تو پھر یہ چاہیے۔,2,0,twenties,male
common_voice_ur_31811736.mp3,شان کی فلم ارتھ میں راحت کی اواز بھی شامل,2,0,twenties,male
common_voice_ur_31811738.mp3,کے ذریعے خود پر ہوئی تنقید,4,0,twenties,male
common_voice_ur_31811739.mp3,سفر آپ نے ہیلی کاپٹر پہ کرنے ہوں۔,3,0,twenties,male
common_voice_ur_31811740.mp3,وہ کہیں نظر نہیں آتی۔,3,0,twenties,male
common_voice_ur_31811752.mp3,اے خدا کے بندوں کبھی سوچا ہے قبر کا عذاب کتنا خطرناک ہے,2,0,twenties,male
common_voice_ur_31811753.mp3,فوج کی قیادت ملکی سرحدوں کی حفاظت کے لیے یکسو ہے۔,2,0,twenties,male
common_voice_ur_31811754.mp3,جنوبی افریقی بالرز کے ڈر سے ریٹائرمنٹ نہیں لی حفیظ کی وضاحت,2,0,twenties,male
common_voice_ur_31811755.mp3,بعد میں خلیفہ کے حکم کے بغیر وعظ کہنے اور فتویٰ دینے لگے,2,0,twenties,male
common_voice_ur_31811766.mp3,تعلیم کا بجٹ بڑھانے کا مطالبہ ٹوئٹر ٹرینڈز کی شکل میں بھی دیکھنے میں آیا,2,0,twenties,male
common_voice_ur_31811768.mp3,ان کے گانوں کی سلیکشن الگ ہوتی ہے۔,2,0,twenties,male
common_voice_ur_31811769.mp3,فلم یونٹ والوں کے حوصلے,2,0,twenties,male
common_voice_ur_31811777.mp3,نیپرا نے بجلی کی قیمت میں اضافے کا فیصلہ موخر کردیا,2,0,twenties,male
common_voice_ur_31811778.mp3,سابق کپتان عمران,3,0,twenties,male
common_voice_ur_31811779.mp3,اس روش کی اب حوصلہ شکنی ہونی چاہیے۔,2,0,twenties,male
